user_id,timestamp,action,metadata
user_AI_041,2024-05-01T22:26:00,proposal_close,"{""proposal_id"": ""P934"", ""status"": ""accepted""}"
user_AI_037,2024-05-01T23:58:00,proposal_view,"{""proposal_id"": ""P366"", ""duration_seconds"": 108}"
user_AI_050,2024-05-01T18:06:00,proposal_view,"{""proposal_id"": ""P253"", ""duration_seconds"": 180}"
user_AI_017,2024-05-02T03:45:00,proposal_close,"{""proposal_id"": ""P139"", ""status"": ""expired""}"
user_AI_013,2024-05-01T20:17:00,proposal_create,"{""proposal_id"": ""P479"", ""type"": ""equity"", ""value"": 70683}"
user_AI_009,2024-05-02T04:34:00,proposal_create,"{""proposal_id"": ""P557"", ""type"": ""equity"", ""value"": 14787}"
user_AI_050,2024-05-01T19:50:00,proposal_create,"{""proposal_id"": ""P967"", ""type"": ""equity"", ""value"": 88027}"
user_AI_032,2024-05-01T23:43:00,proposal_close,"{""proposal_id"": ""P864"", ""status"": ""accepted""}"
user_AI_031,2024-05-01T17:46:00,proposal_close,"{""proposal_id"": ""P821"", ""status"": ""rejected""}"
user_AI_028,2024-05-02T03:53:00,proposal_close,"{""proposal_id"": ""P477"", ""status"": ""expired""}"
user_AI_008,2024-05-01T20:35:00,proposal_close,"{""proposal_id"": ""P667"", ""status"": ""rejected""}"
user_AI_035,2024-05-02T03:36:00,proposal_close,"{""proposal_id"": ""P522"", ""status"": ""rejected""}"
user_AI_031,2024-05-01T10:48:00,proposal_view,"{""proposal_id"": ""P147"", ""duration_seconds"": 141}"
user_AI_028,2024-05-01T18:33:00,proposal_view,"{""proposal_id"": ""P384"", ""duration_seconds"": 153}"
user_AI_047,2024-05-01T21:21:00,proposal_close,"{""proposal_id"": ""P237"", ""status"": ""expired""}"
user_AI_016,2024-05-01T15:24:00,proposal_create,"{""proposal_id"": ""P817"", ""type"": ""equity"", ""value"": 28212}"
user_AI_011,2024-05-01T23:59:00,proposal_view,"{""proposal_id"": ""P394"", ""duration_seconds"": 106}"
user_AI_003,2024-05-02T05:55:00,proposal_close,"{""proposal_id"": ""P489"", ""status"": ""rejected""}"
user_AI_003,2024-05-02T02:29:00,proposal_create,"{""proposal_id"": ""P444"", ""type"": ""equity"", ""value"": 77867}"
user_AI_022,2024-05-01T12:30:00,proposal_create,"{""proposal_id"": ""P816"", ""type"": ""loan"", ""value"": 41671}"
user_AI_035,2024-05-02T05:29:00,proposal_view,"{""proposal_id"": ""P185"", ""duration_seconds"": 128}"
user_AI_015,2024-05-01T23:08:00,proposal_view,"{""proposal_id"": ""P326"", ""duration_seconds"": 187}"
user_AI_047,2024-05-01T10:45:00,proposal_view,"{""proposal_id"": ""P194"", ""duration_seconds"": 218}"
user_AI_014,2024-05-01T16:50:00,proposal_close,"{""proposal_id"": ""P892"", ""status"": ""expired""}"
user_AI_036,2024-05-01T20:05:00,proposal_close,"{""proposal_id"": ""P325"", ""status"": ""expired""}"
user_AI_039,2024-05-01T16:30:00,proposal_close,"{""proposal_id"": ""P199"", ""status"": ""expired""}"
user_AI_007,2024-05-02T03:39:00,proposal_close,"{""proposal_id"": ""P618"", ""status"": ""rejected""}"
user_AI_013,2024-05-02T08:23:00,proposal_close,"{""proposal_id"": ""P746"", ""status"": ""accepted""}"
user_AI_010,2024-05-01T18:49:00,proposal_create,"{""proposal_id"": ""P869"", ""type"": ""loan"", ""value"": 60332}"
user_AI_034,2024-05-02T01:31:00,proposal_close,"{""proposal_id"": ""P600"", ""status"": ""expired""}"
user_AI_031,2024-05-02T07:18:00,proposal_close,"{""proposal_id"": ""P380"", ""status"": ""rejected""}"
user_AI_011,2024-05-01T10:35:00,proposal_create,"{""proposal_id"": ""P651"", ""type"": ""equity"", ""value"": 94532}"
user_AI_014,2024-05-01T15:06:00,proposal_create,"{""proposal_id"": ""P982"", ""type"": ""loan"", ""value"": 49117}"
user_AI_009,2024-05-01T17:27:00,proposal_create,"{""proposal_id"": ""P669"", ""type"": ""loan"", ""value"": 82069}"
user_AI_043,2024-05-01T23:06:00,proposal_view,"{""proposal_id"": ""P796"", ""duration_seconds"": 110}"
user_AI_037,2024-05-02T01:42:00,proposal_view,"{""proposal_id"": ""P542"", ""duration_seconds"": 109}"
user_AI_011,2024-05-01T23:04:00,proposal_close,"{""proposal_id"": ""P605"", ""status"": ""expired""}"
user_AI_043,2024-05-01T10:50:00,proposal_create,"{""proposal_id"": ""P965"", ""type"": ""equity"", ""value"": 33200}"
user_AI_032,2024-05-01T23:01:00,proposal_close,"{""proposal_id"": ""P500"", ""status"": ""rejected""}"
user_AI_034,2024-05-01T15:08:00,proposal_close,"{""proposal_id"": ""P977"", ""status"": ""rejected""}"
user_AI_039,2024-05-02T08:40:00,proposal_view,"{""proposal_id"": ""P166"", ""duration_seconds"": 126}"
user_AI_005,2024-05-01T09:19:00,proposal_view,"{""proposal_id"": ""P481"", ""duration_seconds"": 272}"
user_AI_040,2024-05-01T18:03:00,proposal_view,"{""proposal_id"": ""P648"", ""duration_seconds"": 166}"
user_AI_027,2024-05-01T12:42:00,proposal_close,"{""proposal_id"": ""P368"", ""status"": ""expired""}"
user_AI_036,2024-05-01T16:33:00,proposal_close,"{""proposal_id"": ""P767"", ""status"": ""accepted""}"
user_AI_010,2024-05-02T04:40:00,proposal_close,"{""proposal_id"": ""P685"", ""status"": ""accepted""}"
user_AI_020,2024-05-01T12:10:00,proposal_create,"{""proposal_id"": ""P961"", ""type"": ""loan"", ""value"": 41341}"
user_AI_016,2024-05-02T05:42:00,proposal_close,"{""proposal_id"": ""P877"", ""status"": ""accepted""}"
user_AI_005,2024-05-01T18:53:00,proposal_view,"{""proposal_id"": ""P298"", ""duration_seconds"": 86}"
user_AI_022,2024-05-02T07:09:00,proposal_create,"{""proposal_id"": ""P558"", ""type"": ""equity"", ""value"": 27868}"
user_AI_030,2024-05-01T12:41:00,proposal_close,"{""proposal_id"": ""P513"", ""status"": ""accepted""}"
user_AI_006,2024-05-01T20:35:00,proposal_close,"{""proposal_id"": ""P470"", ""status"": ""accepted""}"
user_AI_034,2024-05-01T23:59:00,proposal_create,"{""proposal_id"": ""P765"", ""type"": ""equity"", ""value"": 52308}"
user_AI_024,2024-05-02T01:04:00,proposal_view,"{""proposal_id"": ""P965"", ""duration_seconds"": 99}"
user_AI_032,2024-05-02T03:41:00,proposal_view,"{""proposal_id"": ""P161"", ""duration_seconds"": 233}"
user_AI_013,2024-05-01T10:20:00,proposal_view,"{""proposal_id"": ""P688"", ""duration_seconds"": 165}"
user_AI_027,2024-05-01T22:10:00,proposal_view,"{""proposal_id"": ""P853"", ""duration_seconds"": 280}"
user_AI_050,2024-05-02T06:52:00,proposal_close,"{""proposal_id"": ""P606"", ""status"": ""accepted""}"
user_AI_030,2024-05-02T05:13:00,proposal_view,"{""proposal_id"": ""P659"", ""duration_seconds"": 91}"
user_AI_004,2024-05-01T10:03:00,proposal_create,"{""proposal_id"": ""P935"", ""type"": ""equity"", ""value"": 46833}"
user_AI_008,2024-05-01T18:42:00,proposal_create,"{""proposal_id"": ""P460"", ""type"": ""equity"", ""value"": 59248}"
user_AI_041,2024-05-01T23:09:00,proposal_view,"{""proposal_id"": ""P918"", ""duration_seconds"": 282}"
user_AI_046,2024-05-01T09:42:00,proposal_close,"{""proposal_id"": ""P325"", ""status"": ""rejected""}"
user_AI_007,2024-05-02T00:53:00,proposal_close,"{""proposal_id"": ""P945"", ""status"": ""rejected""}"
user_AI_012,2024-05-01T10:23:00,proposal_view,"{""proposal_id"": ""P379"", ""duration_seconds"": 12}"
user_AI_044,2024-05-02T06:06:00,proposal_create,"{""proposal_id"": ""P179"", ""type"": ""equity"", ""value"": 17592}"
user_AI_025,2024-05-02T02:52:00,proposal_view,"{""proposal_id"": ""P217"", ""duration_seconds"": 65}"
user_AI_045,2024-05-01T13:48:00,proposal_close,"{""proposal_id"": ""P290"", ""status"": ""expired""}"
user_AI_016,2024-05-01T17:13:00,proposal_create,"{""proposal_id"": ""P198"", ""type"": ""loan"", ""value"": 97502}"
user_AI_048,2024-05-02T03:31:00,proposal_create,"{""proposal_id"": ""P255"", ""type"": ""equity"", ""value"": 65173}"
user_AI_013,2024-05-01T17:05:00,proposal_close,"{""proposal_id"": ""P171"", ""status"": ""rejected""}"
user_AI_044,2024-05-01T14:53:00,proposal_create,"{""proposal_id"": ""P453"", ""type"": ""loan"", ""value"": 88059}"
user_AI_031,2024-05-01T09:10:00,proposal_view,"{""proposal_id"": ""P730"", ""duration_seconds"": 94}"
user_AI_031,2024-05-01T23:27:00,proposal_view,"{""proposal_id"": ""P686"", ""duration_seconds"": 273}"
user_AI_010,2024-05-01T22:15:00,proposal_view,"{""proposal_id"": ""P938"", ""duration_seconds"": 132}"
user_AI_028,2024-05-01T23:06:00,proposal_create,"{""proposal_id"": ""P426"", ""type"": ""loan"", ""value"": 34043}"
user_AI_006,2024-05-01T18:11:00,proposal_view,"{""proposal_id"": ""P338"", ""duration_seconds"": 192}"
user_AI_004,2024-05-01T15:43:00,proposal_create,"{""proposal_id"": ""P157"", ""type"": ""equity"", ""value"": 23705}"
user_AI_012,2024-05-02T07:29:00,proposal_close,"{""proposal_id"": ""P528"", ""status"": ""accepted""}"
user_AI_003,2024-05-01T17:28:00,proposal_close,"{""proposal_id"": ""P837"", ""status"": ""expired""}"
user_AI_014,2024-05-01T21:35:00,proposal_create,"{""proposal_id"": ""P841"", ""type"": ""loan"", ""value"": 84922}"
user_AI_026,2024-05-02T03:20:00,proposal_view,"{""proposal_id"": ""P603"", ""duration_seconds"": 55}"
user_AI_046,2024-05-02T03:52:00,proposal_view,"{""proposal_id"": ""P492"", ""duration_seconds"": 43}"
user_AI_011,2024-05-01T15:54:00,proposal_view,"{""proposal_id"": ""P739"", ""duration_seconds"": 32}"
user_AI_048,2024-05-01T12:57:00,proposal_create,"{""proposal_id"": ""P534"", ""type"": ""equity"", ""value"": 82199}"
user_AI_019,2024-05-01T17:40:00,proposal_close,"{""proposal_id"": ""P261"", ""status"": ""rejected""}"
user_AI_024,2024-05-02T08:28:00,proposal_close,"{""proposal_id"": ""P361"", ""status"": ""rejected""}"
user_AI_037,2024-05-02T07:48:00,proposal_close,"{""proposal_id"": ""P873"", ""status"": ""accepted""}"
user_AI_029,2024-05-02T01:50:00,proposal_view,"{""proposal_id"": ""P952"", ""duration_seconds"": 179}"
user_AI_033,2024-05-01T12:56:00,proposal_create,"{""proposal_id"": ""P709"", ""type"": ""equity"", ""value"": 97665}"
user_AI_029,2024-05-01T11:30:00,proposal_view,"{""proposal_id"": ""P210"", ""duration_seconds"": 38}"
user_AI_015,2024-05-01T16:42:00,proposal_close,"{""proposal_id"": ""P472"", ""status"": ""accepted""}"
user_AI_027,2024-05-01T09:13:00,proposal_close,"{""proposal_id"": ""P472"", ""status"": ""accepted""}"
user_AI_028,2024-05-01T16:43:00,proposal_close,"{""proposal_id"": ""P517"", ""status"": ""rejected""}"
user_AI_008,2024-05-01T12:59:00,proposal_view,"{""proposal_id"": ""P505"", ""duration_seconds"": 220}"
user_AI_025,2024-05-01T13:19:00,proposal_view,"{""proposal_id"": ""P220"", ""duration_seconds"": 12}"
user_AI_049,2024-05-01T22:26:00,proposal_create,"{""proposal_id"": ""P226"", ""type"": ""loan"", ""value"": 31843}"
user_AI_050,2024-05-01T19:06:00,proposal_close,"{""proposal_id"": ""P929"", ""status"": ""rejected""}"
user_AI_027,2024-05-01T11:38:00,proposal_close,"{""proposal_id"": ""P966"", ""status"": ""accepted""}"
user_AI_005,2024-05-01T16:52:00,proposal_create,"{""proposal_id"": ""P563"", ""type"": ""loan"", ""value"": 28236}"
user_AI_048,2024-05-01T18:20:00,proposal_close,"{""proposal_id"": ""P622"", ""status"": ""expired""}"
user_AI_031,2024-05-02T08:45:00,proposal_close,"{""proposal_id"": ""P763"", ""status"": ""expired""}"
user_AI_016,2024-05-01T12:26:00,proposal_close,"{""proposal_id"": ""P295"", ""status"": ""accepted""}"
user_AI_022,2024-05-01T11:40:00,proposal_create,"{""proposal_id"": ""P651"", ""type"": ""equity"", ""value"": 43285}"
user_AI_041,2024-05-01T19:25:00,proposal_view,"{""proposal_id"": ""P685"", ""duration_seconds"": 235}"
user_AI_001,2024-05-01T21:16:00,proposal_view,"{""proposal_id"": ""P630"", ""duration_seconds"": 213}"
user_AI_008,2024-05-02T02:41:00,proposal_view,"{""proposal_id"": ""P677"", ""duration_seconds"": 19}"
user_AI_023,2024-05-02T01:01:00,proposal_create,"{""proposal_id"": ""P382"", ""type"": ""equity"", ""value"": 15455}"
user_AI_046,2024-05-02T00:00:00,proposal_view,"{""proposal_id"": ""P114"", ""duration_seconds"": 142}"
user_AI_041,2024-05-02T08:32:00,proposal_view,"{""proposal_id"": ""P147"", ""duration_seconds"": 294}"
user_AI_029,2024-05-02T00:13:00,proposal_close,"{""proposal_id"": ""P900"", ""status"": ""rejected""}"
user_AI_037,2024-05-01T19:43:00,proposal_close,"{""proposal_id"": ""P489"", ""status"": ""rejected""}"
user_AI_020,2024-05-01T10:39:00,proposal_close,"{""proposal_id"": ""P929"", ""status"": ""accepted""}"
user_AI_015,2024-05-02T06:01:00,proposal_view,"{""proposal_id"": ""P452"", ""duration_seconds"": 44}"
user_AI_027,2024-05-02T05:13:00,proposal_view,"{""proposal_id"": ""P517"", ""duration_seconds"": 31}"
user_AI_045,2024-05-02T05:47:00,proposal_view,"{""proposal_id"": ""P697"", ""duration_seconds"": 23}"
user_AI_011,2024-05-02T06:47:00,proposal_close,"{""proposal_id"": ""P880"", ""status"": ""expired""}"
user_AI_039,2024-05-01T18:13:00,proposal_create,"{""proposal_id"": ""P975"", ""type"": ""equity"", ""value"": 70233}"
user_AI_019,2024-05-01T22:51:00,proposal_view,"{""proposal_id"": ""P385"", ""duration_seconds"": 138}"
user_AI_031,2024-05-02T00:48:00,proposal_view,"{""proposal_id"": ""P375"", ""duration_seconds"": 50}"
user_AI_032,2024-05-02T04:06:00,proposal_close,"{""proposal_id"": ""P872"", ""status"": ""rejected""}"
user_AI_038,2024-05-02T08:18:00,proposal_view,"{""proposal_id"": ""P924"", ""duration_seconds"": 264}"
user_AI_011,2024-05-01T09:03:00,proposal_close,"{""proposal_id"": ""P983"", ""status"": ""rejected""}"
user_AI_011,2024-05-01T10:00:00,proposal_create,"{""proposal_id"": ""P459"", ""type"": ""equity"", ""value"": 33203}"
user_AI_013,2024-05-01T17:10:00,proposal_close,"{""proposal_id"": ""P413"", ""status"": ""accepted""}"
user_AI_015,2024-05-02T04:37:00,proposal_view,"{""proposal_id"": ""P567"", ""duration_seconds"": 281}"
user_AI_008,2024-05-01T20:47:00,proposal_close,"{""proposal_id"": ""P963"", ""status"": ""expired""}"
user_AI_005,2024-05-01T16:18:00,proposal_close,"{""proposal_id"": ""P507"", ""status"": ""expired""}"
user_AI_016,2024-05-02T05:57:00,proposal_view,"{""proposal_id"": ""P195"", ""duration_seconds"": 209}"
user_AI_025,2024-05-02T01:25:00,proposal_view,"{""proposal_id"": ""P418"", ""duration_seconds"": 266}"
user_AI_033,2024-05-01T15:47:00,proposal_close,"{""proposal_id"": ""P991"", ""status"": ""rejected""}"
user_AI_020,2024-05-01T14:36:00,proposal_close,"{""proposal_id"": ""P222"", ""status"": ""accepted""}"
user_AI_030,2024-05-01T19:37:00,proposal_view,"{""proposal_id"": ""P150"", ""duration_seconds"": 9}"
user_AI_034,2024-05-01T22:21:00,proposal_view,"{""proposal_id"": ""P310"", ""duration_seconds"": 104}"
user_AI_025,2024-05-01T17:48:00,proposal_view,"{""proposal_id"": ""P337"", ""duration_seconds"": 79}"
user_AI_009,2024-05-01T12:07:00,proposal_view,"{""proposal_id"": ""P604"", ""duration_seconds"": 109}"
user_AI_018,2024-05-01T18:24:00,proposal_create,"{""proposal_id"": ""P424"", ""type"": ""loan"", ""value"": 43745}"
user_AI_035,2024-05-02T00:59:00,proposal_close,"{""proposal_id"": ""P683"", ""status"": ""accepted""}"
user_AI_043,2024-05-02T07:33:00,proposal_close,"{""proposal_id"": ""P245"", ""status"": ""rejected""}"
user_AI_005,2024-05-01T16:06:00,proposal_close,"{""proposal_id"": ""P784"", ""status"": ""rejected""}"
user_AI_034,2024-05-01T14:22:00,proposal_view,"{""proposal_id"": ""P927"", ""duration_seconds"": 240}"
user_AI_038,2024-05-02T07:06:00,proposal_create,"{""proposal_id"": ""P672"", ""type"": ""loan"", ""value"": 69365}"
user_AI_040,2024-05-02T01:47:00,proposal_create,"{""proposal_id"": ""P918"", ""type"": ""loan"", ""value"": 62298}"
user_AI_037,2024-05-02T03:31:00,proposal_create,"{""proposal_id"": ""P220"", ""type"": ""loan"", ""value"": 72231}"
user_AI_022,2024-05-02T01:19:00,proposal_create,"{""proposal_id"": ""P195"", ""type"": ""equity"", ""value"": 75831}"
user_AI_046,2024-05-01T17:59:00,proposal_view,"{""proposal_id"": ""P124"", ""duration_seconds"": 161}"
user_AI_050,2024-05-02T08:07:00,proposal_view,"{""proposal_id"": ""P430"", ""duration_seconds"": 182}"
user_AI_003,2024-05-01T11:51:00,proposal_close,"{""proposal_id"": ""P664"", ""status"": ""accepted""}"
user_AI_034,2024-05-02T03:08:00,proposal_create,"{""proposal_id"": ""P736"", ""type"": ""loan"", ""value"": 72612}"
user_AI_035,2024-05-02T05:58:00,proposal_close,"{""proposal_id"": ""P691"", ""status"": ""rejected""}"
user_AI_038,2024-05-01T13:13:00,proposal_view,"{""proposal_id"": ""P905"", ""duration_seconds"": 102}"
user_AI_030,2024-05-01T16:08:00,proposal_close,"{""proposal_id"": ""P733"", ""status"": ""rejected""}"
user_AI_011,2024-05-01T23:55:00,proposal_close,"{""proposal_id"": ""P185"", ""status"": ""accepted""}"
user_AI_018,2024-05-01T17:57:00,proposal_create,"{""proposal_id"": ""P421"", ""type"": ""loan"", ""value"": 71369}"
user_AI_020,2024-05-01T12:15:00,proposal_create,"{""proposal_id"": ""P167"", ""type"": ""loan"", ""value"": 34148}"
user_AI_038,2024-05-01T14:52:00,proposal_create,"{""proposal_id"": ""P721"", ""type"": ""loan"", ""value"": 90077}"
user_AI_019,2024-05-01T15:54:00,proposal_view,"{""proposal_id"": ""P207"", ""duration_seconds"": 161}"
user_AI_014,2024-05-01T22:38:00,proposal_close,"{""proposal_id"": ""P421"", ""status"": ""rejected""}"
user_AI_027,2024-05-02T07:09:00,proposal_create,"{""proposal_id"": ""P284"", ""type"": ""equity"", ""value"": 82545}"
user_AI_011,2024-05-01T20:57:00,proposal_close,"{""proposal_id"": ""P758"", ""status"": ""accepted""}"
user_AI_050,2024-05-01T23:07:00,proposal_close,"{""proposal_id"": ""P775"", ""status"": ""rejected""}"
user_AI_020,2024-05-02T06:43:00,proposal_close,"{""proposal_id"": ""P322"", ""status"": ""rejected""}"
user_AI_050,2024-05-02T07:53:00,proposal_close,"{""proposal_id"": ""P701"", ""status"": ""expired""}"
user_AI_019,2024-05-02T02:07:00,proposal_create,"{""proposal_id"": ""P903"", ""type"": ""loan"", ""value"": 40649}"
user_AI_006,2024-05-01T21:46:00,proposal_close,"{""proposal_id"": ""P115"", ""status"": ""rejected""}"
user_AI_003,2024-05-02T08:55:00,proposal_close,"{""proposal_id"": ""P703"", ""status"": ""expired""}"
user_AI_030,2024-05-01T10:54:00,proposal_view,"{""proposal_id"": ""P641"", ""duration_seconds"": 186}"
user_AI_038,2024-05-01T16:03:00,proposal_create,"{""proposal_id"": ""P603"", ""type"": ""loan"", ""value"": 51220}"
user_AI_034,2024-05-02T00:25:00,proposal_create,"{""proposal_id"": ""P202"", ""type"": ""equity"", ""value"": 45137}"
user_AI_015,2024-05-01T15:51:00,proposal_create,"{""proposal_id"": ""P616"", ""type"": ""equity"", ""value"": 11608}"
user_AI_009,2024-05-02T02:09:00,proposal_close,"{""proposal_id"": ""P216"", ""status"": ""accepted""}"
user_AI_046,2024-05-02T04:05:00,proposal_create,"{""proposal_id"": ""P880"", ""type"": ""loan"", ""value"": 58259}"
user_AI_002,2024-05-01T22:46:00,proposal_view,"{""proposal_id"": ""P128"", ""duration_seconds"": 268}"
user_AI_012,2024-05-02T01:32:00,proposal_create,"{""proposal_id"": ""P320"", ""type"": ""equity"", ""value"": 63320}"
user_AI_046,2024-05-01T20:44:00,proposal_close,"{""proposal_id"": ""P812"", ""status"": ""expired""}"
